date,series_id,target,price_feature,competitor_price_feature,discount,holiday_promo,seasonality,demand_forecast,units_ordered
2022-02-21,S002_P0013,329,87.01,87.77,5,1,,89.17,36
2022-02-22,S002_P0013,440,12.46,8.59,10,1,,416.08,84
2022-02-23,S002_P0013,195,46.88,46.89,10,0,,161.14,43
2022-02-24,S002_P0013,391,31.74,29.41,20,1,,33.16,147
2022-02-25,S002_P0013,246,29.24,27.05,20,1,,182.48,22
2022-02-26,S002_P0013,104,28.08,29.97,5,0,,100.89,159
2022-02-27,S002_P0013,406,80.18,77.49,15,0,,209.77,157
2022-02-28,S002_P0013,391,22.44,26.5,15,1,,313.79,87
2022-03-01,S002_P0013,199,21.64,19.94,10,0,,60.15,173
2022-03-02,S002_P0013,459,46.62,46.1,20,0,,338.09,108
2022-03-03,S002_P0013,98,99.3,95.4,10,0,,97.03,121
2022-03-04,S002_P0013,123,27.54,25.69,20,0,,43.49,197
2022-03-05,S002_P0013,426,58.01,56.23,5,0,,99.89,97
2022-03-06,S002_P0013,87,82.76,78.33,10,0,,71.89,28
2022-03-07,S002_P0013,86,95.8,100.55,15,1,,89.06,106
2022-03-08,S002_P0013,364,55.18,52.1,0,0,,79.24,20
2022-03-09,S002_P0013,305,27.65,27.05,5,1,,189.89,184
2022-03-10,S002_P0013,422,39.59,39.16,20,0,,348.47,197
2022-03-11,S002_P0013,185,31.08,32.02,15,0,,65.79,171
2022-03-12,S002_P0013,149,79.53,78.21,5,0,,51.07,56
2022-03-13,S002_P0013,273,62.08,61.39,15,1,,273.81,75
2022-03-14,S002_P0013,105,45.26,41.7,20,0,,97.29,81
2022-03-15,S002_P0013,296,61.61,58.09,20,1,,203.7,49
2022-03-16,S002_P0013,394,71.51,69.74,0,0,,225.86,45
2022-03-17,S002_P0013,270,77.64,74.21,20,0,,55.95,122
2022-03-18,S002_P0013,454,26.95,23.55,10,1,,385.87,47
2022-03-19,S002_P0013,467,62.17,61.45,5,1,,161.63,70
2022-03-20,S002_P0013,484,58.89,63.79,15,0,,326.36,31
2022-03-21,S002_P0013,496,44.79,49.04,15,1,,26.05,69
2022-03-22,S002_P0013,115,70.95,72.63,20,0,,27.48,130
2022-03-23,S002_P0013,460,84.29,80.36,20,0,,336.82,73
2022-03-24,S002_P0013,79,37.44,39.4,20,0,,37.1,140
2022-03-25,S002_P0013,329,64.21,61.76,20,0,,192.33,167
2022-03-26,S002_P0013,213,47.37,42.83,0,0,,200.27,198
2022-03-27,S002_P0013,276,68.86,64.13,15,1,,168.02,146
2022-03-28,S002_P0013,451,84.0,86.46,20,0,,85.03,152
2022-03-29,S002_P0013,407,19.86,16.94,15,1,,72.27,139
2022-03-30,S002_P0013,496,21.07,25.87,10,1,,238.0,71
2022-03-31,S002_P0013,77,59.7,54.83,10,1,,78.76,128
2022-04-01,S002_P0013,262,86.86,82.01,10,0,,207.92,174
2022-04-02,S002_P0013,374,84.19,80.36,20,0,,357.2,132
2022-04-03,S002_P0013,478,96.83,93.84,20,0,,329.47,131
2022-04-04,S002_P0013,344,37.79,37.49,10,0,,61.71,169
2022-04-05,S002_P0013,67,23.93,21.32,10,0,,22.32,135
2022-04-06,S002_P0013,129,74.34,74.85,5,0,,110.48,123
2022-04-07,S002_P0013,193,93.48,96.6,5,1,,160.66,59
2022-04-08,S002_P0013,475,11.37,14.22,5,0,,347.92,53
2022-04-09,S002_P0013,430,93.4,96.51,20,0,,368.66,120
2022-04-10,S002_P0013,239,22.88,24.98,20,1,,107.56,50
2022-04-11,S002_P0013,338,44.54,39.88,15,1,,30.27,30
2022-04-12,S002_P0013,374,75.12,79.6,0,0,,246.4,166
2022-04-13,S002_P0013,241,94.62,96.71,10,1,,126.16,94
2022-04-14,S002_P0013,128,80.59,82.45,15,0,,113.57,181
2022-04-15,S002_P0013,73,95.81,100.46,15,0,,39.55,24
2022-04-16,S002_P0013,430,32.57,33.88,0,1,,397.64,33
2022-04-17,S002_P0013,327,85.28,82.51,5,0,,244.88,105
2022-04-18,S002_P0013,394,16.91,18.08,15,1,,109.89,120
2022-04-19,S002_P0013,198,86.43,88.02,20,0,,112.88,149
2022-04-20,S002_P0013,491,35.92,34.79,15,1,,134.3,76
2022-04-21,S002_P0013,58,37.4,42.2,10,1,,31.78,136
2022-04-22,S002_P0013,238,36.38,33.75,20,1,,61.77,55
2022-04-23,S002_P0013,216,21.28,23.3,20,0,,210.69,40
2022-04-24,S002_P0013,122,42.78,47.5,15,1,,110.59,38
2022-04-25,S002_P0013,438,19.53,19.4,15,1,,138.16,124
2022-04-26,S002_P0013,73,60.66,58.16,20,0,,40.35,180
2022-04-27,S002_P0013,223,36.87,33.08,10,1,,95.44,103
2022-04-28,S002_P0013,345,72.21,77.17,5,1,,9.86,157
2022-04-29,S002_P0013,364,24.67,21.84,15,0,,159.95,112
2022-04-30,S002_P0013,228,50.73,54.1,10,0,,85.0,129
2022-05-01,S002_P0013,87,75.41,78.44,20,0,,69.0,199
2022-05-02,S002_P0013,170,81.46,85.78,20,0,,57.68,30
2022-05-03,S002_P0013,219,19.52,24.17,10,0,,16.93,21
2022-05-04,S002_P0013,273,73.59,72.42,15,0,,19.95,96
2022-05-05,S002_P0013,102,12.93,10.2,15,0,,111.23,134
2022-05-06,S002_P0013,443,43.7,44.16,5,0,,204.69,36
2022-05-07,S002_P0013,227,75.45,74.9,5,1,,96.13,58
2022-05-08,S002_P0013,215,38.47,38.77,15,0,,217.52,34
2022-05-09,S002_P0013,77,68.75,67.15,0,0,,8.76,167
2022-05-10,S002_P0013,293,54.35,54.1,10,1,,168.39,111
2022-05-11,S002_P0013,222,58.85,63.02,10,1,,8.81,47
2022-05-12,S002_P0013,305,88.11,86.16,10,1,,16.68,154
2022-05-13,S002_P0013,254,76.77,74.46,20,1,,80.14,59
2022-05-14,S002_P0013,83,25.92,28.88,0,1,,31.14,81
2022-05-15,S002_P0013,316,19.87,18.99,15,1,,202.94,32
2022-05-16,S002_P0013,399,36.84,36.32,10,0,,222.78,184
2022-05-17,S002_P0013,141,21.31,26.0,0,0,,31.61,96
2022-05-18,S002_P0013,423,59.32,55.57,20,1,,294.73,128
2022-05-19,S002_P0013,134,97.14,97.14,15,1,,103.01,193
2022-05-20,S002_P0013,486,88.05,89.6,15,0,,115.62,49
2022-05-21,S002_P0013,407,64.61,68.8,15,1,,142.39,90
2022-05-22,S002_P0013,438,54.09,50.52,15,0,,240.28,56
2022-05-23,S002_P0013,379,75.4,79.79,20,0,,50.68,135
2022-05-24,S002_P0013,492,17.84,20.55,0,1,,447.02,90
2022-05-25,S002_P0013,420,79.42,78.27,10,1,,308.67,148
2022-05-26,S002_P0013,229,36.78,34.06,0,1,,49.83,122
2022-05-27,S002_P0013,366,39.01,42.93,10,0,,94.19,114
2022-05-28,S002_P0013,163,64.87,68.33,20,1,,6.87,57
2022-05-29,S002_P0013,495,41.38,36.62,0,0,,57.19,25
2022-05-30,S002_P0013,463,82.4,77.9,0,1,,424.31,197
2022-05-31,S002_P0013,188,18.09,20.74,10,1,,142.93,64
2022-06-01,S002_P0013,222,47.16,44.41,0,1,,54.88,167
2022-06-02,S002_P0013,162,16.14,12.64,20,1,,158.25,161
2022-06-03,S002_P0013,308,30.66,32.54,10,0,,316.62,145
2022-06-04,S002_P0013,56,78.97,78.8,0,0,,9.74,117
2022-06-05,S002_P0013,466,89.4,89.46,5,1,,309.97,30
2022-06-06,S002_P0013,154,13.6,13.5,0,0,,49.17,103
2022-06-07,S002_P0013,415,20.02,17.61,15,1,,11.63,38
2022-06-08,S002_P0013,420,10.46,7.62,15,1,,279.28,180
2022-06-09,S002_P0013,456,28.53,26.59,20,1,,208.17,78
2022-06-10,S002_P0013,452,69.0,69.2,5,0,,76.01,92
2022-06-11,S002_P0013,467,91.49,88.84,0,1,,155.95,51
2022-06-12,S002_P0013,333,91.69,92.02,10,1,,204.77,175
2022-06-13,S002_P0013,477,35.64,33.06,0,1,,379.77,115
2022-06-14,S002_P0013,201,12.99,16.46,20,0,,48.6,66
2022-06-15,S002_P0013,115,71.65,72.53,5,0,,63.75,98
2022-06-16,S002_P0013,264,62.84,61.68,20,1,,121.0,139
2022-06-17,S002_P0013,93,16.84,19.68,20,0,,12.51,180
2022-06-18,S002_P0013,88,25.26,23.01,0,1,,19.8,169
2022-06-19,S002_P0013,296,45.32,48.82,20,1,,5.36,135
2022-06-20,S002_P0013,75,70.43,66.04,20,1,,61.36,65
2022-06-21,S002_P0013,303,56.03,60.32,15,0,,30.47,67
2022-06-22,S002_P0013,397,20.18,15.33,10,1,,66.62,145
2022-06-23,S002_P0013,468,80.55,84.66,5,1,,227.54,60
2022-06-24,S002_P0013,377,12.4,8.6,20,0,,56.88,43
2022-06-25,S002_P0013,90,29.19,26.91,5,0,,74.99,36
2022-06-26,S002_P0013,177,51.79,54.38,15,0,,112.26,135
2022-06-27,S002_P0013,281,51.21,47.01,20,1,,92.37,96
2022-06-28,S002_P0013,135,97.18,100.83,20,1,,42.75,107
2022-06-29,S002_P0013,348,41.92,45.24,0,0,,170.81,102
2022-06-30,S002_P0013,330,64.67,68.75,20,0,,218.03,96
2022-07-01,S002_P0013,271,38.13,36.55,5,1,,44.97,181
2022-07-02,S002_P0013,275,88.69,85.09,10,1,,161.89,35
2022-07-03,S002_P0013,223,69.86,66.33,20,1,,72.28,96
2022-07-04,S002_P0013,274,96.9,92.11,5,1,,199.48,180
2022-07-05,S002_P0013,140,16.55,16.8,0,1,,7.2,161
2022-07-06,S002_P0013,474,42.12,38.46,15,0,,17.7,77
2022-07-07,S002_P0013,94,36.51,38.34,20,1,,40.78,135
2022-07-08,S002_P0013,108,23.57,24.83,0,1,,38.2,106
2022-07-09,S002_P0013,238,79.79,78.5,0,1,,240.41,132
2022-07-10,S002_P0013,113,29.92,33.88,15,0,,14.96,129
2022-07-11,S002_P0013,290,39.43,41.46,20,1,,124.56,103
2022-07-12,S002_P0013,282,90.65,87.86,20,0,,233.5,196
2022-07-13,S002_P0013,311,62.54,63.49,0,1,,289.91,35
2022-07-14,S002_P0013,154,20.01,21.64,20,0,,72.92,67
2022-07-15,S002_P0013,373,21.52,24.22,5,0,,208.64,33
2022-07-16,S002_P0013,387,12.75,17.02,5,0,,271.31,78
2022-07-17,S002_P0013,466,52.68,54.97,10,1,,98.7,133
2022-07-18,S002_P0013,367,33.51,36.04,5,0,,163.63,44
2022-07-19,S002_P0013,435,52.14,53.85,20,0,,418.58,81
2022-07-20,S002_P0013,205,40.68,43.51,10,1,,26.36,74
2022-07-21,S002_P0013,99,86.22,84.39,0,0,,13.33,42
2022-07-22,S002_P0013,97,55.53,50.79,10,0,,77.04,74
2022-07-23,S002_P0013,98,63.99,66.35,10,1,,53.8,164
2022-07-24,S002_P0013,481,83.6,82.78,10,0,,390.35,53
2022-07-25,S002_P0013,324,69.31,71.77,0,0,,313.62,39
2022-07-26,S002_P0013,301,76.91,77.89,15,0,,114.76,166
2022-07-27,S002_P0013,490,24.28,20.59,20,0,,449.53,90
2022-07-28,S002_P0013,324,83.02,87.18,20,1,,334.83,146
2022-07-29,S002_P0013,81,68.7,72.75,20,0,,91.47,79
2022-07-30,S002_P0013,74,48.32,50.34,10,0,,18.93,95
2022-07-31,S002_P0013,284,20.85,20.69,15,0,,269.5,89
2022-08-01,S002_P0013,139,20.73,22.2,10,0,,92.06,187
2022-08-02,S002_P0013,74,50.21,53.82,20,0,,25.5,74
2022-08-03,S002_P0013,391,61.09,61.57,20,1,,96.22,196
2022-08-04,S002_P0013,412,44.11,39.94,20,1,,175.02,49
2022-08-05,S002_P0013,472,92.57,97.11,20,1,,92.92,21
2022-08-06,S002_P0013,384,75.36,75.45,5,1,,19.91,23
2022-08-07,S002_P0013,342,34.9,32.12,0,1,,22.87,120
2022-08-08,S002_P0013,96,26.27,26.73,10,0,,100.72,173
2022-08-09,S002_P0013,364,77.6,77.45,10,0,,23.15,172
2022-08-10,S002_P0013,89,33.75,31.9,0,1,,27.54,156
2022-08-11,S002_P0013,382,80.16,81.11,20,0,,290.15,77
2022-08-12,S002_P0013,405,94.67,91.34,0,1,,342.74,66
2022-08-13,S002_P0013,194,82.25,81.74,10,1,,118.39,172
2022-08-14,S002_P0013,87,59.9,62.61,0,1,,76.31,33
2022-08-15,S002_P0013,228,38.33,35.11,5,0,,202.78,47
2022-08-16,S002_P0013,229,15.01,12.41,10,0,,158.41,198
2022-08-17,S002_P0013,145,35.85,39.0,0,1,,131.57,51
2022-08-18,S002_P0013,403,33.79,38.44,5,0,,222.12,189
2022-08-19,S002_P0013,441,23.6,21.36,0,1,,310.94,170
2022-08-20,S002_P0013,436,24.85,24.63,5,0,,303.69,182
2022-08-21,S002_P0013,122,21.31,17.76,15,1,,84.6,167
2022-08-22,S002_P0013,465,78.39,76.41,20,1,,86.01,113
2022-08-23,S002_P0013,464,24.52,26.8,15,1,,193.1,184
2022-08-24,S002_P0013,267,12.15,16.65,0,1,,90.46,78
2022-08-25,S002_P0013,222,27.7,24.15,10,1,,182.67,129
2022-08-26,S002_P0013,242,14.26,15.99,20,1,,39.94,127
2022-08-27,S002_P0013,352,73.69,74.69,20,1,,283.42,79
2022-08-28,S002_P0013,280,89.69,84.9,0,0,,247.67,51
2022-08-29,S002_P0013,214,74.08,78.56,15,0,,105.27,137
2022-08-30,S002_P0013,373,46.19,44.41,15,1,,14.93,140
2022-08-31,S002_P0013,64,85.59,81.08,10,1,,34.07,177
2022-09-01,S002_P0013,71,95.14,95.24,0,0,,20.82,103
2022-09-02,S002_P0013,482,69.57,72.7,5,1,,76.0,24
2022-09-03,S002_P0013,127,51.45,52.53,0,1,,85.18,157
2022-09-04,S002_P0013,489,69.35,66.66,0,1,,148.45,158
2022-09-05,S002_P0013,227,58.58,55.91,10,1,,116.02,73
2022-09-06,S002_P0013,131,39.57,35.47,5,0,,63.76,54
2022-09-07,S002_P0013,236,48.38,52.16,10,0,,245.34,30
2022-09-08,S002_P0013,313,79.76,81.82,20,1,,160.81,118
2022-09-09,S002_P0013,413,29.69,29.41,20,1,,268.96,99
2022-09-10,S002_P0013,308,93.56,95.74,0,1,,118.24,110
2022-09-11,S002_P0013,238,28.86,29.12,10,0,,203.42,155
2022-09-12,S002_P0013,499,51.27,53.75,15,1,,84.9,23
2022-09-13,S002_P0013,243,56.22,59.97,20,1,,92.31,135
2022-09-14,S002_P0013,366,44.77,44.07,0,0,,265.79,158
2022-09-15,S002_P0013,116,46.05,42.62,5,1,,32.39,41
2022-09-16,S002_P0013,436,56.33,53.3,20,1,,183.98,183
2022-09-17,S002_P0013,81,59.18,61.24,15,0,,47.46,134
2022-09-18,S002_P0013,184,20.08,19.69,10,1,,79.76,87
2022-09-19,S002_P0013,166,99.26,96.46,0,0,,108.78,160
2022-09-20,S002_P0013,354,34.89,37.26,5,0,,147.32,145
2022-09-21,S002_P0013,483,70.46,70.66,15,1,,165.77,73
2022-09-22,S002_P0013,106,94.67,97.72,0,1,,87.53,91
2022-09-23,S002_P0013,331,45.51,41.29,0,0,,305.42,188
2022-09-24,S002_P0013,436,33.86,37.02,5,0,,340.15,131
2022-09-25,S002_P0013,262,51.46,52.92,0,1,,130.95,164
2022-09-26,S002_P0013,265,11.85,10.58,5,1,,60.1,167
2022-09-27,S002_P0013,377,88.63,91.51,0,0,,30.7,168
2022-09-28,S002_P0013,94,80.66,79.67,15,1,,15.38,92
2022-09-29,S002_P0013,213,27.56,27.25,20,0,,101.15,26
2022-09-30,S002_P0013,302,64.85,60.76,20,1,,257.98,95
2022-10-01,S002_P0013,304,35.1,38.64,0,1,,168.04,147
2022-10-02,S002_P0013,329,63.69,64.58,5,1,,315.11,56
2022-10-03,S002_P0013,392,77.99,76.3,20,0,,195.87,116
2022-10-04,S002_P0013,348,26.27,25.99,15,1,,242.91,172
2022-10-05,S002_P0013,198,99.39,100.78,20,1,,98.36,189
2022-10-06,S002_P0013,439,57.69,60.94,20,1,,278.11,137
2022-10-07,S002_P0013,357,97.24,101.46,10,0,,337.04,180
2022-10-08,S002_P0013,173,22.1,17.88,10,0,,71.36,191
2022-10-09,S002_P0013,192,51.72,49.58,10,0,,67.89,115
2022-10-10,S002_P0013,260,42.22,37.76,0,1,,146.54,39
2022-10-11,S002_P0013,126,61.44,58.96,15,1,,13.67,31
2022-10-12,S002_P0013,233,78.97,82.73,15,0,,51.29,98
2022-10-13,S002_P0013,228,85.98,82.01,15,1,,194.47,110
2022-10-14,S002_P0013,101,78.71,74.99,10,0,,53.08,119
2022-10-15,S002_P0013,180,96.55,98.07,0,1,,48.44,98
2022-10-16,S002_P0013,213,34.75,36.35,15,1,,103.47,99
2022-10-17,S002_P0013,434,57.0,55.55,0,1,,160.04,177
2022-10-18,S002_P0013,128,60.01,63.71,0,1,,90.98,121
2022-10-19,S002_P0013,221,70.4,68.91,15,0,,51.68,104
2022-10-20,S002_P0013,368,94.62,94.7,0,0,,110.14,194
2022-10-21,S002_P0013,337,68.66,67.78,20,1,,257.9,167
2022-10-22,S002_P0013,161,92.61,92.25,10,0,,38.17,143
2022-10-23,S002_P0013,496,46.28,50.57,0,1,,145.25,166
2022-10-24,S002_P0013,124,34.4,34.36,10,1,,39.84,115
2022-10-25,S002_P0013,309,46.58,48.09,15,1,,46.42,100
2022-10-26,S002_P0013,456,93.78,98.07,10,1,,143.77,106
2022-10-27,S002_P0013,88,49.95,49.7,15,0,,78.99,170
2022-10-28,S002_P0013,113,75.35,80.22,15,0,,94.58,23
2022-10-29,S002_P0013,324,97.87,95.28,20,0,,284.47,122
2022-10-30,S002_P0013,327,79.18,74.79,15,1,,214.7,99
2022-10-31,S002_P0013,155,80.84,80.07,15,0,,84.24,122
2022-11-01,S002_P0013,377,84.75,86.44,10,0,,231.17,24
2022-11-02,S002_P0013,193,54.64,52.35,0,1,,44.23,182
2022-11-03,S002_P0013,168,48.6,48.86,0,1,,102.47,57
2022-11-04,S002_P0013,328,84.63,85.55,5,0,,131.07,123
2022-11-05,S002_P0013,379,84.21,79.76,10,0,,384.09,200
2022-11-06,S002_P0013,483,46.12,47.87,20,0,,409.85,114
2022-11-07,S002_P0013,163,93.32,95.65,10,1,,34.13,139
2022-11-08,S002_P0013,215,22.13,17.47,5,0,,143.25,114
2022-11-09,S002_P0013,243,94.4,96.02,20,1,,134.91,45
2022-11-10,S002_P0013,275,87.0,86.26,0,1,,4.78,41
2022-11-11,S002_P0013,342,48.57,47.65,0,0,,52.78,67
2022-11-12,S002_P0013,437,33.41,35.42,20,1,,27.97,37
2022-11-13,S002_P0013,196,20.51,20.97,20,1,,207.84,167
2022-11-14,S002_P0013,57,63.88,67.68,5,1,,25.66,29
2022-11-15,S002_P0013,92,94.42,91.54,5,0,,69.53,136
2022-11-16,S002_P0013,286,87.54,89.5,10,1,,51.69,180
2022-11-17,S002_P0013,484,70.33,71.37,5,0,,87.01,95
2022-11-18,S002_P0013,75,55.95,59.39,5,0,,11.12,173
2022-11-19,S002_P0013,238,63.72,67.28,10,0,,53.04,185
2022-11-20,S002_P0013,412,52.81,50.57,15,1,,51.1,69
2022-11-21,S002_P0013,269,36.62,41.56,0,0,,162.95,107
2022-11-22,S002_P0013,270,67.03,64.37,20,0,,132.56,115
2022-11-23,S002_P0013,390,94.1,92.28,0,1,,162.7,70
2022-11-24,S002_P0013,321,79.06,83.32,5,0,,131.18,176
2022-11-25,S002_P0013,311,10.48,13.37,20,1,,47.06,96
2022-11-26,S002_P0013,90,17.6,20.39,5,1,,52.32,189
2022-11-27,S002_P0013,213,65.19,69.67,5,1,,131.1,42
2022-11-28,S002_P0013,307,97.24,99.48,20,1,,10.32,82
2022-11-29,S002_P0013,101,42.94,41.82,0,0,,31.05,89
2022-11-30,S002_P0013,257,54.65,51.94,20,0,,160.93,29
2022-12-01,S002_P0013,193,63.12,65.13,0,0,,156.71,33
2022-12-02,S002_P0013,190,93.39,97.45,10,1,,17.03,163
2022-12-03,S002_P0013,443,45.86,49.72,15,0,,45.49,69
2022-12-04,S002_P0013,282,27.91,31.17,10,1,,75.44,111
2022-12-05,S002_P0013,85,42.77,38.57,5,0,,0.27,184
2022-12-06,S002_P0013,370,17.67,12.74,10,0,,175.41,177
2022-12-07,S002_P0013,261,85.0,84.31,10,1,,123.39,45
2022-12-08,S002_P0013,265,53.98,49.96,20,1,,109.34,195
2022-12-09,S002_P0013,90,77.67,80.81,5,0,,83.17,23
2022-12-10,S002_P0013,244,25.65,24.81,0,0,,146.94,49
2022-12-11,S002_P0013,442,30.97,29.21,15,1,,153.27,98
2022-12-12,S002_P0013,194,28.91,30.35,15,0,,103.28,142
2022-12-13,S002_P0013,382,64.63,62.02,10,0,,192.05,182
2022-12-14,S002_P0013,434,30.12,29.78,20,1,,273.13,33
2022-12-15,S002_P0013,458,89.52,88.13,10,0,,31.0,173
2022-12-16,S002_P0013,415,53.73,53.54,5,1,,230.61,64
2022-12-17,S002_P0013,155,16.41,14.17,10,0,,79.61,99
2022-12-18,S002_P0013,378,45.82,44.01,5,0,,141.56,146
2022-12-19,S002_P0013,243,46.51,48.16,0,1,,177.78,87
2022-12-20,S002_P0013,216,76.75,81.43,15,0,,177.43,166
2022-12-21,S002_P0013,126,40.17,44.72,5,0,,48.29,150
2022-12-22,S002_P0013,89,79.56,75.17,5,1,,35.85,116
2022-12-23,S002_P0013,117,41.73,45.63,10,1,,78.16,114
2022-12-24,S002_P0013,389,35.88,32.99,5,1,,97.83,110
2022-12-25,S002_P0013,179,46.85,47.74,20,1,,144.85,136
2022-12-26,S002_P0013,376,90.19,90.76,10,0,,115.48,113
2022-12-27,S002_P0013,433,47.77,45.77,20,1,,367.34,20
2022-12-28,S002_P0013,401,58.29,59.84,15,0,,191.35,127
2022-12-29,S002_P0013,206,86.38,83.93,15,0,,5.33,117
2022-12-30,S002_P0013,360,42.31,40.38,10,1,,56.85,75
2022-12-31,S002_P0013,471,78.29,81.74,10,1,,7.44,137
2023-01-01,S002_P0013,459,83.29,85.76,5,1,,89.03,120
2023-01-02,S002_P0013,384,38.6,42.23,5,1,,257.48,172
2023-01-03,S002_P0013,319,34.0,32.48,15,1,,20.25,188
2023-01-04,S002_P0013,473,63.69,62.58,15,1,,160.39,190
2023-01-05,S002_P0013,75,33.53,34.99,0,1,,4.55,143
2023-01-06,S002_P0013,189,74.24,74.83,10,0,,134.29,81
2023-01-07,S002_P0013,354,45.59,48.13,20,1,,204.76,124
2023-01-08,S002_P0013,97,81.85,85.69,10,1,,103.54,162
2023-01-09,S002_P0013,249,63.37,63.39,0,0,,138.28,43
2023-01-10,S002_P0013,335,91.78,94.36,0,0,,206.9,63
2023-01-11,S002_P0013,120,96.76,95.43,20,1,,109.64,22
2023-01-12,S002_P0013,127,23.44,21.93,0,0,,100.63,104
2023-01-13,S002_P0013,138,31.45,33.79,10,1,,32.67,136
2023-01-14,S002_P0013,474,90.27,85.67,20,1,,383.44,47
2023-01-15,S002_P0013,314,27.87,24.91,5,0,,176.3,145
2023-01-16,S002_P0013,231,36.22,38.2,5,1,,82.5,47
2023-01-17,S002_P0013,270,63.66,66.72,15,0,,28.41,174
2023-01-18,S002_P0013,385,49.81,52.66,10,0,,384.89,21
2023-01-19,S002_P0013,221,19.8,15.84,5,0,,137.09,61
2023-01-20,S002_P0013,414,82.43,85.63,5,1,,284.01,100
2023-01-21,S002_P0013,329,52.47,51.02,0,1,,221.64,87
2023-01-22,S002_P0013,328,43.08,38.96,0,1,,59.49,27
2023-01-23,S002_P0013,270,22.51,22.94,15,1,,150.0,178
2023-01-24,S002_P0013,318,49.8,50.4,15,1,,296.9,55
2023-01-25,S002_P0013,52,51.44,52.14,10,1,,57.88,192
2023-01-26,S002_P0013,225,27.57,24.06,5,0,,219.49,130
2023-01-27,S002_P0013,146,46.18,49.1,0,1,,130.64,48
2023-01-28,S002_P0013,258,87.16,90.4,5,0,,81.47,149
2023-01-29,S002_P0013,432,74.04,72.24,0,0,,97.72,69
2023-01-30,S002_P0013,244,85.27,82.66,5,0,,122.26,118
2023-01-31,S002_P0013,401,82.21,78.54,20,0,,287.63,199
2023-02-01,S002_P0013,217,24.64,26.79,10,1,,22.88,32
2023-02-02,S002_P0013,139,25.84,25.71,0,1,,92.22,187
2023-02-03,S002_P0013,65,41.79,43.59,0,1,,71.92,188
2023-02-04,S002_P0013,460,21.27,21.0,20,1,,304.27,164
2023-02-05,S002_P0013,365,69.61,66.91,5,1,,151.38,93
2023-02-06,S002_P0013,429,43.45,40.46,10,0,,139.25,59
2023-02-07,S002_P0013,449,32.95,30.28,20,1,,120.88,81
2023-02-08,S002_P0013,486,64.38,69.13,20,1,,248.6,149
2023-02-09,S002_P0013,224,86.26,89.91,15,1,,216.36,42
2023-02-10,S002_P0013,137,57.0,56.45,20,0,,38.02,34
2023-02-11,S002_P0013,297,35.24,34.62,10,1,,191.92,169
2023-02-12,S002_P0013,485,44.86,47.85,0,0,,49.25,192
2023-02-13,S002_P0013,268,61.08,64.26,0,0,,174.05,172
2023-02-14,S002_P0013,124,79.9,75.53,15,0,,118.23,139
2023-02-15,S002_P0013,476,31.48,32.68,20,1,,93.84,183
2023-02-16,S002_P0013,113,46.8,47.55,10,1,,126.69,104
2023-02-17,S002_P0013,126,17.66,21.46,5,0,,57.98,83
2023-02-18,S002_P0013,352,73.0,74.83,10,1,,37.22,152
2023-02-19,S002_P0013,416,43.57,47.03,0,0,,400.39,80
2023-02-20,S002_P0013,380,11.68,14.25,5,1,,195.78,175
2023-02-21,S002_P0013,256,84.48,82.05,10,0,,169.99,63
2023-02-22,S002_P0013,62,82.29,81.09,5,0,,63.4,144
2023-02-23,S002_P0013,371,18.13,17.41,20,0,,87.99,103
2023-02-24,S002_P0013,217,56.53,59.9,15,0,,67.2,121
2023-02-25,S002_P0013,490,35.59,30.64,10,1,,71.82,191
2023-02-26,S002_P0013,92,80.65,77.51,15,1,,50.49,44
2023-02-27,S002_P0013,264,49.37,48.25,20,1,,141.58,37
2023-02-28,S002_P0013,356,15.04,19.25,0,0,,169.27,77
2023-03-01,S002_P0013,156,58.96,54.23,15,1,,50.46,80
2023-03-02,S002_P0013,210,30.53,27.59,20,1,,-6.0,197
2023-03-03,S002_P0013,424,79.63,80.07,10,1,,303.69,52
2023-03-04,S002_P0013,382,25.09,25.26,20,0,,102.81,86
2023-03-05,S002_P0013,270,26.62,31.6,20,0,,-5.18,37
2023-03-06,S002_P0013,79,36.98,33.95,15,0,,34.63,197
2023-03-07,S002_P0013,437,63.5,64.66,10,0,,98.94,119
2023-03-08,S002_P0013,354,75.22,79.1,5,1,,166.41,126
2023-03-09,S002_P0013,488,25.86,26.84,20,1,,162.39,53
2023-03-10,S002_P0013,307,76.09,71.95,15,1,,98.29,198
2023-03-11,S002_P0013,157,65.02,67.5,5,0,,52.51,35
2023-03-12,S002_P0013,241,29.1,25.98,10,1,,186.84,177
2023-03-13,S002_P0013,454,89.44,90.64,0,0,,63.72,70
2023-03-14,S002_P0013,485,51.25,54.98,0,0,,334.55,176
2023-03-15,S002_P0013,276,94.98,99.51,5,1,,124.83,129
2023-03-16,S002_P0013,336,41.18,38.96,5,0,,110.03,175
2023-03-17,S002_P0013,436,59.68,60.17,15,0,,17.77,190
2023-03-18,S002_P0013,397,37.31,36.93,15,1,,49.71,77
2023-03-19,S002_P0013,323,86.88,89.95,0,0,,228.19,113
2023-03-20,S002_P0013,319,40.94,43.39,20,0,,108.09,107
2023-03-21,S002_P0013,240,15.89,20.87,10,1,,128.99,161
2023-03-22,S002_P0013,345,79.51,83.47,0,0,,277.19,69
2023-03-23,S002_P0013,166,79.67,81.22,5,1,,71.65,48
2023-03-24,S002_P0013,251,79.5,83.91,20,0,,260.59,41
2023-03-25,S002_P0013,182,74.64,70.21,0,0,,113.47,112
